Date,Site_Code,Site_Name,Region,Visitors,Avg_Spend_per_Head_GBP,Weather
2025-03-15,S002,Nova Manchester Arndale,Manchester,3433,15.08,Cold
2025-03-15,S003,Nova Birmingham Bullring,Birmingham,4287,16.45,Dry
2025-03-15,S004,Nova Bristol Cabot,Bristol,2963,17.11,Dry
2025-03-15,S005,Nova Edinburgh Princes,Edinburgh,3153,15.53,Cold
2025-03-16,S001,Nova London Bridge,London,5453,18.72,Sunny
2025-03-16,S002,Nova Manchester Arndale,Manchester,3500,14.02,Dry
2025-03-16,S003,Nova Birmingham Bullring,Birmingham,4156,16.55,Dry
2025-03-16,S004,Nova Bristol Cabot,Bristol,1973,12.68,Rain
2025-03-16,S005,Nova Edinburgh Princes,Edinburgh,3203,17.96,Dry
2025-03-17,S001,Nova London Bridge,London,3732,12.07,Sunny
2025-03-17,S002,Nova Manchester Arndale,Manchester,2600,15.27,Sunny
2025-03-17,S003,Nova Birmingham Bullring,Birmingham,2449,17.82,Cold
2025-03-17,S004,Nova Bristol Cabot,Bristol,1561,17.06,Cold
2025-03-17,S005,Nova Edinburgh Princes,Edinburgh,1716,17.71,Cold
2025-03-18,S001,Nova London Bridge,London,3559,14.05,Sunny
2025-03-18,S002,Nova Manchester Arndale,Manchester,2817,14.54,Sunny
2025-03-18,S003,Nova Birmingham Bullring,Birmingham,2772,14.1,Dry
2025-03-18,S004,Nova Bristol Cabot,Bristol,1679,11.84,Dry
2025-03-18,S005,Nova Edinburgh Princes,Edinburgh,2337,15.35,Sunny
2025-03-19,S001,Nova London Bridge,London,3988,11.88,Sunny
2025-03-19,S002,Nova Manchester Arndale,Manchester,2672,11.96,Dry
2025-03-19,S003,Nova Birmingham Bullring,Birmingham,2936,14.71,Dry
2025-03-19,S004,Nova Bristol Cabot,Bristol,1744,17.92,Dry
2025-03-19,S005,Nova Edinburgh Princes,Edinburgh,1998,13.26,Dry
2025-03-20,S001,Nova London Bridge,London,3499,16.43,Cold
2025-03-20,S002,Nova Manchester Arndale,Manchester,2776,15.03,Dry
2025-03-20,S003,Nova Birmingham Bullring,Birmingham,3365,16.56,Sunny
2025-03-20,S004,Nova Bristol Cabot,Bristol,2088,17.09,Sunny
2025-03-20,S005,Nova Edinburgh Princes,Edinburgh,2241,13.6,Dry
2025-03-21,S001,Nova London Bridge,London,3820,14.36,Rain
2025-03-21,S002,Nova Manchester Arndale,Manchester,3416,12.08,Dry
2025-03-21,S003,Nova Birmingham Bullring,Birmingham,4339,15.71,Sunny
2025-03-21,S004,Nova Bristol Cabot,Bristol,2292,12.03,Dry
2025-03-21,S005,Nova Edinburgh Princes,Edinburgh,2954,17.64,Dry
2025-03-22,S001,Nova London Bridge,London,5191,13.97,Dry
2025-03-22,S002,Nova Manchester Arndale,Manchester,3785,13.16,Cold
2025-03-22,S003,Nova Birmingham Bullring,Birmingham,4761,13.81,Dry
2025-03-22,S004,Nova Bristol Cabot,Bristol,2823,19.41,Dry
2025-03-22,S005,Nova Edinburgh Princes,Edinburgh,3186,15.68,Dry
2025-03-23,S001,Nova London Bridge,London,4934,17.38,Dry
2025-03-23,S002,Nova Manchester Arndale,Manchester,3710,13.88,Dry
2025-03-23,S003,Nova Birmingham Bullring,Birmingham,3843,14.84,Dry
2025-03-23,S004,Nova Bristol Cabot,Bristol,2993,14.5,Sunny
2025-03-23,S005,Nova Edinburgh Princes,Edinburgh,2652,17.0,Rain
2025-03-24,S001,Nova London Bridge,London,3019,11.77,Cold
2025-03-24,S002,Nova Manchester Arndale,Manchester,2486,14.9,Dry
2025-03-24,S003,Nova Birmingham Bullring,Birmingham,2599,17.41,Dry
2025-03-24,S004,Nova Bristol Cabot,Bristol,1316,13.51,Rain
2025-03-24,S005,Nova Edinburgh Princes,Edinburgh,2108,13.64,Dry
2025-03-25,S001,Nova London Bridge,London,3262,15.78,Dry
2025-03-25,S002,Nova Manchester Arndale,Manchester,1932,16.88,Rain
2025-03-25,S003,Nova Birmingham Bullring,Birmingham,2267,15.81,Rain
2025-03-25,S004,Nova Bristol Cabot,Bristol,1718,13.8,Dry
2025-03-25,S005,Nova Edinburgh Princes,Edinburgh,2059,11.15,Sunny
2025-03-26,S001,Nova London Bridge,London,3186,17.96,Dry
2025-03-26,S002,Nova Manchester Arndale,Manchester,2049,18.21,Rain
2025-03-26,S003,Nova Birmingham Bullring,Birmingham,2581,12.38,Dry
2025-03-26,S004,Nova Bristol Cabot,Bristol,1741,14.36,Dry
2025-03-26,S005,Nova Edinburgh Princes,Edinburgh,1603,13.75,Rain
2025-03-27,S001,Nova London Bridge,London,3829,12.22,Dry
2025-03-27,S002,Nova Manchester Arndale,Manchester,2780,14.52,Sunny
2025-03-27,S003,Nova Birmingham Bullring,Birmingham,2839,13.41,Dry
2025-03-27,S004,Nova Bristol Cabot,Bristol,2074,17.84,Sunny
2025-03-27,S005,Nova Edinburgh Princes,Edinburgh,2311,12.62,Dry
2025-03-28,S001,Nova London Bridge,London,4539,12.62,Dry
2025-03-28,S002,Nova Manchester Arndale,Manchester,2924,11.95,Cold
2025-03-28,S003,Nova Birmingham Bullring,Birmingham,2971,18.67,Rain
2025-03-28,S004,Nova Bristol Cabot,Bristol,2359,14.51,Dry
2025-03-28,S005,Nova Edinburgh Princes,Edinburgh,2402,18.08,Cold
2025-03-29,S001,Nova London Bridge,London,5677,15.59,Dry
2025-03-29,S002,Nova Manchester Arndale,Manchester,4125,15.1,Dry
2025-03-29,S003,Nova Birmingham Bullring,Birmingham,3866,11.81,Cold
2025-03-29,S004,Nova Bristol Cabot,Bristol,3096,19.22,Dry
2025-03-29,S005,Nova Edinburgh Princes,Edinburgh,3307,17.23,Dry
2025-03-30,S001,Nova London Bridge,London,5235,12.96,Sunny
2025-03-30,S002,Nova Manchester Arndale,Manchester,3337,17.29,Dry
2025-03-30,S003,Nova Birmingham Bullring,Birmingham,3467,14.61,Rain
2025-03-30,S004,Nova Bristol Cabot,Bristol,2645,17.6,Dry
2025-03-30,S005,Nova Edinburgh Princes,Edinburgh,3061,13.55,Dry
2025-03-31,S001,Nova London Bridge,London,3021,13.98,Dry
2025-03-31,S002,Nova Manchester Arndale,Manchester,2282,11.78,Dry
2025-03-31,S003,Nova Birmingham Bullring,Birmingham,2726,16.96,Dry
2025-03-31,S004,Nova Bristol Cabot,Bristol,1557,15.27,Dry
2025-03-31,S005,Nova Edinburgh Princes,Edinburgh,2067,13.23,Dry
2025-04-01,S001,Nova London Bridge,London,3942,12.84,Sunny
2025-04-01,S002,Nova Manchester Arndale,Manchester,2554,11.9,Cold
2025-04-01,S003,Nova Birmingham Bullring,Birmingham,3219,11.93,Sunny
2025-04-01,S004,Nova Bristol Cabot,Bristol,1897,12.34,Dry
2025-04-01,S005,Nova Edinburgh Princes,Edinburgh,2042,14.92,Dry
2025-04-02,S001,Nova London Bridge,London,3526,13.03,Dry
2025-04-02,S002,Nova Manchester Arndale,Manchester,2687,12.34,Dry
2025-04-02,S003,Nova Birmingham Bullring,Birmingham,2640,17.77,Rain
2025-04-02,S004,Nova Bristol Cabot,Bristol,1906,11.34,Cold
2025-04-02,S005,Nova Edinburgh Princes,Edinburgh,2215,12.08,Dry
2025-04-03,S001,Nova London Bridge,London,4065,18.12,Dry
2025-04-03,S002,Nova Manchester Arndale,Manchester,3516,15.25,Sunny
2025-04-03,S003,Nova Birmingham Bullring,Birmingham,3223,13.2,Dry
2025-04-03,S004,Nova Bristol Cabot,Bristol,2055,11.62,Dry
2025-04-03,S005,Nova Edinburgh Princes,Edinburgh,2661,16.18,Dry
2025-04-04,S001,Nova London Bridge,London,5335,15.1,Dry
2025-04-04,S002,Nova Manchester Arndale,Manchester,3423,18.44,Cold
2025-04-04,S003,Nova Birmingham Bullring,Birmingham,3133,17.9,Rain
2025-04-04,S004,Nova Bristol Cabot,Bristol,2112,16.96,Rain
2025-04-04,S005,Nova Edinburgh Princes,Edinburgh,3342,15.72,Dry
2025-04-05,S001,Nova London Bridge,London,6543,12.72,Dry
2025-04-05,S002,Nova Manchester Arndale,Manchester,4376,13.67,Dry
2025-04-05,S003,Nova Birmingham Bullring,Birmingham,5168,14.68,Dry
2025-04-05,S004,Nova Bristol Cabot,Bristol,2787,13.74,Cold
2025-04-05,S005,Nova Edinburgh Princes,Edinburgh,3709,13.52,Dry
2025-04-06,S001,Nova London Bridge,London,4723,18.84,Rain
2025-04-06,S002,Nova Manchester Arndale,Manchester,3977,14.67,Dry
2025-04-06,S003,Nova Birmingham Bullring,Birmingham,4296,14.0,Dry
2025-04-06,S004,Nova Bristol Cabot,Bristol,2744,16.74,Dry
2025-04-06,S005,Nova Edinburgh Princes,Edinburgh,3139,12.5,Dry
2025-04-07,S001,Nova London Bridge,London,4107,11.58,Sunny
2025-04-07,S002,Nova Manchester Arndale,Manchester,2773,16.68,Dry
2025-04-07,S003,Nova Birmingham Bullring,Birmingham,2968,11.55,Dry
2025-04-07,S004,Nova Bristol Cabot,Bristol,1560,14.2,Rain
2025-04-07,S005,Nova Edinburgh Princes,Edinburgh,2262,13.75,Dry
2025-04-08,S001,Nova London Bridge,London,3330,11.33,Cold
2025-04-08,S002,Nova Manchester Arndale,Manchester,2507,14.49,Dry
2025-04-08,S003,Nova Birmingham Bullring,Birmingham,2414,14.11,Rain
2025-04-08,S004,Nova Bristol Cabot,Bristol,1937,11.08,Sunny
2025-04-08,S005,Nova Edinburgh Princes,Edinburgh,2308,17.24,Dry
2025-04-09,S001,Nova London Bridge,London,3450,12.4,Cold
2025-04-09,S002,Nova Manchester Arndale,Manchester,2744,13.01,Dry
2025-04-09,S003,Nova Birmingham Bullring,Birmingham,3300,13.98,Dry
2025-04-09,S004,Nova Bristol Cabot,Bristol,1897,17.68,Cold
2025-04-09,S005,Nova Edinburgh Princes,Edinburgh,2446,15.45,Sunny
2025-04-10,S001,Nova London Bridge,London,4340,13.95,Sunny
2025-04-10,S002,Nova Manchester Arndale,Manchester,2866,16.05,Cold
2025-04-10,S003,Nova Birmingham Bullring,Birmingham,3008,11.87,Dry
2025-04-10,S004,Nova Bristol Cabot,Bristol,2092,11.86,Dry
2025-04-10,S005,Nova Edinburgh Princes,Edinburgh,2553,16.11,Dry
2025-04-11,S001,Nova London Bridge,London,4983,12.16,Cold
2025-04-11,S002,Nova Manchester Arndale,Manchester,3984,17.56,Dry
2025-04-11,S003,Nova Birmingham Bullring,Birmingham,3531,12.67,Rain
2025-04-11,S004,Nova Bristol Cabot,Bristol,2659,12.11,Dry
2025-04-11,S005,Nova Edinburgh Princes,Edinburgh,3265,15.32,Dry
2025-04-12,S001,Nova London Bridge,London,6369,14.74,Sunny
2025-04-12,S002,Nova Manchester Arndale,Manchester,4251,16.83,Dry
2025-04-12,S003,Nova Birmingham Bullring,Birmingham,5900,18.17,Sunny
2025-04-12,S004,Nova Bristol Cabot,Bristol,3584,18.34,Sunny
2025-04-12,S005,Nova Edinburgh Princes,Edinburgh,3431,15.48,Cold
2025-04-13,S001,Nova London Bridge,London,5228,16.77,Dry
2025-04-13,S002,Nova Manchester Arndale,Manchester,3146,17.96,Rain
2025-04-13,S003,Nova Birmingham Bullring,Birmingham,4073,14.64,Cold
2025-04-13,S004,Nova Bristol Cabot,Bristol,2792,16.55,Dry
2025-04-13,S005,Nova Edinburgh Princes,Edinburgh,3054,15.66,Cold
2025-04-14,S001,Nova London Bridge,London,3580,15.07,Dry
2025-04-14,S002,Nova Manchester Arndale,Manchester,2191,14.13,Rain
2025-04-14,S003,Nova Birmingham Bullring,Birmingham,2456,12.4,Cold
2025-04-14,S004,Nova Bristol Cabot,Bristol,1655,11.1,Rain
2025-04-14,S005,Nova Edinburgh Princes,Edinburgh,2003,17.11,Cold
2025-04-15,S001,Nova London Bridge,London,3480,15.64,Cold
2025-04-15,S002,Nova Manchester Arndale,Manchester,2523,12.67,Dry
2025-04-15,S003,Nova Birmingham Bullring,Birmingham,2781,16.12,Dry
2025-04-15,S004,Nova Bristol Cabot,Bristol,1712,14.37,Cold
2025-04-15,S005,Nova Edinburgh Princes,Edinburgh,2139,12.71,Cold
2025-04-16,S001,Nova London Bridge,London,3279,14.06,Cold
2025-04-16,S002,Nova Manchester Arndale,Manchester,2791,13.09,Dry
2025-04-16,S003,Nova Birmingham Bullring,Birmingham,2942,14.74,Dry
2025-04-16,S004,Nova Bristol Cabot,Bristol,2099,15.58,Dry
2025-04-16,S005,Nova Edinburgh Princes,Edinburgh,2437,18.05,Dry
2025-04-17,S001,Nova London Bridge,London,4227,14.83,Dry
2025-04-17,S002,Nova Manchester Arndale,Manchester,2341,16.09,Rain
2025-04-17,S003,Nova Birmingham Bullring,Birmingham,3169,11.64,Cold
2025-04-17,S004,Nova Bristol Cabot,Bristol,2464,15.59,Sunny
2025-04-17,S005,Nova Edinburgh Princes,Edinburgh,2158,14.12,Rain
2025-04-18,S001,Nova London Bridge,London,4133,16.19,Rain
2025-04-18,S002,Nova Manchester Arndale,Manchester,3869,16.27,Dry
2025-04-18,S003,Nova Birmingham Bullring,Birmingham,3794,11.7,Dry
2025-04-18,S004,Nova Bristol Cabot,Bristol,2387,12.94,Cold
2025-04-18,S005,Nova Edinburgh Princes,Edinburgh,2463,13.93,Rain
2025-04-19,S001,Nova London Bridge,London,5783,14.38,Dry
2025-04-19,S002,Nova Manchester Arndale,Manchester,4062,13.38,Cold
2025-04-19,S003,Nova Birmingham Bullring,Birmingham,4174,17.11,Rain
2025-04-19,S004,Nova Bristol Cabot,Bristol,3120,12.35,Cold
2025-04-19,S005,Nova Edinburgh Princes,Edinburgh,3678,12.7,Dry
2025-04-20,S001,Nova London Bridge,London,4188,16.42,Rain
2025-04-20,S002,Nova Manchester Arndale,Manchester,4208,13.01,Dry
2025-04-20,S003,Nova Birmingham Bullring,Birmingham,4904,14.4,Sunny
2025-04-20,S004,Nova Bristol Cabot,Bristol,2407,14.21,Rain
2025-04-20,S005,Nova Edinburgh Princes,Edinburgh,3531,12.09,Dry
2025-04-21,S001,Nova London Bridge,London,2880,16.81,Rain
2025-04-21,S002,Nova Manchester Arndale,Manchester,2460,13.44,Cold
2025-04-21,S003,Nova Birmingham Bullring,Birmingham,2255,14.19,Rain
2025-04-21,S004,Nova Bristol Cabot,Bristol,1721,16.52,Dry
2025-04-21,S005,Nova Edinburgh Princes,Edinburgh,2197,17.33,Dry
2025-04-22,S001,Nova London Bridge,London,3516,16.58,Dry
2025-04-22,S002,Nova Manchester Arndale,Manchester,2941,18.32,Sunny
2025-04-22,S003,Nova Birmingham Bullring,Birmingham,2212,17.84,Rain
2025-04-22,S004,Nova Bristol Cabot,Bristol,1411,12.16,Rain
2025-04-22,S005,Nova Edinburgh Princes,Edinburgh,2075,16.32,Dry
2025-04-23,S001,Nova London Bridge,London,4066,13.47,Dry
2025-04-23,S002,Nova Manchester Arndale,Manchester,2591,14.08,Dry
2025-04-23,S003,Nova Birmingham Bullring,Birmingham,2851,15.98,Cold
2025-04-23,S004,Nova Bristol Cabot,Bristol,2137,16.91,Dry
2025-04-23,S005,Nova Edinburgh Princes,Edinburgh,2603,16.53,Sunny
2025-04-24,S001,Nova London Bridge,London,4228,13.66,Dry
2025-04-24,S002,Nova Manchester Arndale,Manchester,3063,11.56,Dry
2025-04-24,S003,Nova Birmingham Bullring,Birmingham,3547,17.19,Sunny
2025-04-24,S004,Nova Bristol Cabot,Bristol,2058,16.55,Dry
2025-04-24,S005,Nova Edinburgh Princes,Edinburgh,1985,18.38,Rain
2025-04-25,S001,Nova London Bridge,London,5099,17.84,Dry
2025-04-25,S002,Nova Manchester Arndale,Manchester,3926,13.4,Dry
2025-04-25,S003,Nova Birmingham Bullring,Birmingham,4235,13.1,Dry
2025-04-25,S004,Nova Bristol Cabot,Bristol,2840,13.89,Dry
2025-04-25,S005,Nova Edinburgh Princes,Edinburgh,2524,14.93,Rain
2025-04-26,S001,Nova London Bridge,London,4968,17.57,Rain
2025-04-26,S002,Nova Manchester Arndale,Manchester,4332,12.98,Dry
2025-04-26,S003,Nova Birmingham Bullring,Birmingham,3839,13.92,Rain
2025-04-26,S004,Nova Bristol Cabot,Bristol,3348,17.19,Sunny
2025-04-26,S005,Nova Edinburgh Princes,Edinburgh,3757,19.21,Dry
2025-04-27,S001,Nova London Bridge,London,4643,17.87,Rain
2025-04-27,S002,Nova Manchester Arndale,Manchester,4298,13.58,Dry
2025-04-27,S003,Nova Birmingham Bullring,Birmingham,4036,12.34,Cold
2025-04-27,S004,Nova Bristol Cabot,Bristol,2901,14.43,Dry
2025-04-27,S005,Nova Edinburgh Princes,Edinburgh,3139,11.67,Cold
2025-04-28,S001,Nova London Bridge,London,3418,14.55,Dry
2025-04-28,S002,Nova Manchester Arndale,Manchester,2096,16.52,Rain
2025-04-28,S003,Nova Birmingham Bullring,Birmingham,3105,13.38,Dry
2025-04-28,S004,Nova Bristol Cabot,Bristol,1780,16.04,Dry
2025-04-28,S005,Nova Edinburgh Princes,Edinburgh,1943,16.23,Cold
2025-04-29,S001,Nova London Bridge,London,4065,18.23,Sunny
2025-04-29,S002,Nova Manchester Arndale,Manchester,3137,13.86,Sunny
2025-04-29,S003,Nova Birmingham Bullring,Birmingham,3079,13.61,Sunny
2025-04-29,S004,Nova Bristol Cabot,Bristol,1745,13.69,Dry
2025-04-29,S005,Nova Edinburgh Princes,Edinburgh,2192,12.82,Cold
2025-04-30,S001,Nova London Bridge,London,3783,17.75,Dry
2025-04-30,S002,Nova Manchester Arndale,Manchester,2614,17.01,Dry
2025-04-30,S003,Nova Birmingham Bullring,Birmingham,3287,16.17,Dry
2025-04-30,S004,Nova Bristol Cabot,Bristol,1597,15.05,Rain
2025-04-30,S005,Nova Edinburgh Princes,Edinburgh,2394,17.77,Dry
2025-05-01,S001,Nova London Bridge,London,4213,16.16,Cold
2025-05-01,S002,Nova Manchester Arndale,Manchester,2986,13.28,Cold
2025-05-01,S003,Nova Birmingham Bullring,Birmingham,3652,14.13,Dry
2025-05-01,S004,Nova Bristol Cabot,Bristol,2772,16.67,Sunny
2025-05-01,S005,Nova Edinburgh Princes,Edinburgh,2723,11.64,Dry
2025-05-02,S001,Nova London Bridge,London,5427,13.86,Dry
2025-05-02,S002,Nova Manchester Arndale,Manchester,3834,13.93,Dry
2025-05-02,S003,Nova Birmingham Bullring,Birmingham,4074,12.34,Cold
2025-05-02,S004,Nova Bristol Cabot,Bristol,2679,14.96,Cold
2025-05-02,S005,Nova Edinburgh Princes,Edinburgh,3384,17.0,Dry
2025-05-03,S001,Nova London Bridge,London,6250,12.34,Dry
2025-05-03,S002,Nova Manchester Arndale,Manchester,4801,13.45,Dry
2025-05-03,S003,Nova Birmingham Bullring,Birmingham,5006,17.47,Dry
2025-05-03,S004,Nova Bristol Cabot,Bristol,3694,14.56,Dry
2025-05-03,S005,Nova Edinburgh Princes,Edinburgh,3399,13.59,Rain
2025-05-04,S001,Nova London Bridge,London,5008,18.75,Rain
2025-05-04,S002,Nova Manchester Arndale,Manchester,4248,12.17,Dry
2025-05-04,S003,Nova Birmingham Bullring,Birmingham,4171,17.97,Rain
2025-05-04,S004,Nova Bristol Cabot,Bristol,3325,16.77,Dry
2025-05-04,S005,Nova Edinburgh Princes,Edinburgh,3878,12.66,Dry
2025-05-05,S001,Nova London Bridge,London,3893,12.06,Dry
2025-05-05,S002,Nova Manchester Arndale,Manchester,2220,14.23,Rain
2025-05-05,S003,Nova Birmingham Bullring,Birmingham,2957,16.67,Dry
2025-05-05,S004,Nova Bristol Cabot,Bristol,1653,14.33,Rain
2025-05-05,S005,Nova Edinburgh Princes,Edinburgh,2780,13.35,Sunny
2025-05-06,S001,Nova London Bridge,London,3963,16.18,Dry
2025-05-06,S002,Nova Manchester Arndale,Manchester,2786,17.66,Dry
2025-05-06,S003,Nova Birmingham Bullring,Birmingham,3621,12.08,Sunny
2025-05-06,S004,Nova Bristol Cabot,Bristol,1973,11.91,Dry
2025-05-06,S005,Nova Edinburgh Princes,Edinburgh,2647,11.01,Sunny
2025-05-07,S001,Nova London Bridge,London,3893,11.84,Dry
2025-05-07,S002,Nova Manchester Arndale,Manchester,3089,16.5,Dry
2025-05-07,S003,Nova Birmingham Bullring,Birmingham,3497,15.52,Sunny
2025-05-07,S004,Nova Bristol Cabot,Bristol,2298,14.58,Dry
2025-05-07,S005,Nova Edinburgh Princes,Edinburgh,2345,17.14,Cold
2025-05-08,S001,Nova London Bridge,London,4446,11.67,Dry
2025-05-08,S002,Nova Manchester Arndale,Manchester,2840,16.64,Rain
2025-05-08,S003,Nova Birmingham Bullring,Birmingham,3491,14.07,Dry
2025-05-08,S004,Nova Bristol Cabot,Bristol,2195,13.48,Dry
2025-05-08,S005,Nova Edinburgh Princes,Edinburgh,2720,14.92,Dry
2025-05-09,S001,Nova London Bridge,London,5460,12.72,Cold
2025-05-09,S002,Nova Manchester Arndale,Manchester,4044,15.58,Dry
2025-05-09,S003,Nova Birmingham Bullring,Birmingham,5315,13.15,Sunny
2025-05-09,S004,Nova Bristol Cabot,Bristol,2996,16.84,Dry
2025-05-09,S005,Nova Edinburgh Princes,Edinburgh,3216,16.33,Dry
2025-05-10,S001,Nova London Bridge,London,7462,13.5,Sunny
2025-05-10,S002,Nova Manchester Arndale,Manchester,5285,17.09,Dry
2025-05-10,S003,Nova Birmingham Bullring,Birmingham,5117,14.18,Dry
2025-05-10,S004,Nova Bristol Cabot,Bristol,3783,13.33,Dry
2025-05-10,S005,Nova Edinburgh Princes,Edinburgh,3945,14.74,Dry
2025-05-11,S001,Nova London Bridge,London,5618,15.18,Dry
2025-05-11,S002,Nova Manchester Arndale,Manchester,3813,14.47,Rain
2025-05-11,S003,Nova Birmingham Bullring,Birmingham,4571,16.25,Cold
2025-05-11,S004,Nova Bristol Cabot,Bristol,3386,16.32,Dry
2025-05-11,S005,Nova Edinburgh Princes,Edinburgh,4368,14.9,Sunny
2025-05-12,S001,Nova London Bridge,London,3999,14.77,Dry
2025-05-12,S002,Nova Manchester Arndale,Manchester,2948,15.04,Dry
2025-05-12,S003,Nova Birmingham Bullring,Birmingham,3066,15.55,Cold
2025-05-12,S004,Nova Bristol Cabot,Bristol,2124,14.9,Dry
2025-05-12,S005,Nova Edinburgh Princes,Edinburgh,2480,11.91,Dry
2025-05-13,S001,Nova London Bridge,London,4053,16.77,Dry
2025-05-13,S002,Nova Manchester Arndale,Manchester,2546,13.34,Cold
2025-05-13,S003,Nova Birmingham Bullring,Birmingham,2985,12.19,Dry
2025-05-13,S004,Nova Bristol Cabot,Bristol,1619,16.42,Rain
2025-05-13,S005,Nova Edinburgh Princes,Edinburgh,2519,14.01,Sunny
2025-05-14,S001,Nova London Bridge,London,3923,17.82,Dry
2025-05-14,S002,Nova Manchester Arndale,Manchester,3290,14.71,Dry
2025-05-14,S003,Nova Birmingham Bullring,Birmingham,2549,16.84,Rain
2025-05-14,S004,Nova Bristol Cabot,Bristol,2058,14.64,Cold
2025-05-14,S005,Nova Edinburgh Princes,Edinburgh,2776,16.93,Dry
2025-05-15,S001,Nova London Bridge,London,3877,14.46,Cold
2025-05-15,S002,Nova Manchester Arndale,Manchester,3401,17.11,Dry
2025-05-15,S003,Nova Birmingham Bullring,Birmingham,2891,18.23,Rain
2025-05-15,S004,Nova Bristol Cabot,Bristol,2603,15.56,Sunny
2025-05-15,S005,Nova Edinburgh Princes,Edinburgh,2789,11.0,Dry
2025-05-16,S001,Nova London Bridge,London,4694,14.33,Rain
2025-05-16,S002,Nova Manchester Arndale,Manchester,4360,16.44,Dry
2025-05-16,S003,Nova Birmingham Bullring,Birmingham,4120,18.06,Cold
2025-05-16,S004,Nova Bristol Cabot,Bristol,3138,17.89,Sunny
2025-05-16,S005,Nova Edinburgh Princes,Edinburgh,2916,13.69,Rain
2025-05-17,S001,Nova London Bridge,London,6230,11.94,Dry
2025-05-17,S002,Nova Manchester Arndale,Manchester,4295,11.96,Cold
2025-05-17,S003,Nova Birmingham Bullring,Birmingham,4317,17.51,Rain
2025-05-17,S004,Nova Bristol Cabot,Bristol,2984,12.96,Cold
2025-05-17,S005,Nova Edinburgh Princes,Edinburgh,3844,17.72,Dry
2025-05-18,S001,Nova London Bridge,London,4878,18.66,Rain
2025-05-18,S002,Nova Manchester Arndale,Manchester,4394,16.41,Dry
2025-05-18,S003,Nova Birmingham Bullring,Birmingham,3889,14.46,Rain
2025-05-18,S004,Nova Bristol Cabot,Bristol,2572,13.03,Rain
2025-05-18,S005,Nova Edinburgh Princes,Edinburgh,3570,19.11,Dry
2025-05-19,S001,Nova London Bridge,London,3914,16.77,Dry
2025-05-19,S002,Nova Manchester Arndale,Manchester,3097,13.12,Dry
2025-05-19,S003,Nova Birmingham Bullring,Birmingham,2557,12.47,Rain
2025-05-19,S004,Nova Bristol Cabot,Bristol,1973,17.74,Dry
2025-05-19,S005,Nova Edinburgh Princes,Edinburgh,2448,13.31,Dry
2025-05-20,S001,Nova London Bridge,London,3873,11.5,Dry
2025-05-20,S002,Nova Manchester Arndale,Manchester,3094,13.18,Sunny
2025-05-20,S003,Nova Birmingham Bullring,Birmingham,2715,12.03,Cold
2025-05-20,S004,Nova Bristol Cabot,Bristol,1562,14.17,Rain
2025-05-20,S005,Nova Edinburgh Princes,Edinburgh,2045,16.92,Rain
2025-05-21,S001,Nova London Bridge,London,4317,17.03,Dry
2025-05-21,S002,Nova Manchester Arndale,Manchester,2462,16.58,Rain
2025-05-21,S003,Nova Birmingham Bullring,Birmingham,3342,17.95,Cold
2025-05-21,S004,Nova Bristol Cabot,Bristol,1781,14.63,Rain
2025-05-21,S005,Nova Edinburgh Princes,Edinburgh,3104,12.53,Sunny
2025-05-22,S001,Nova London Bridge,London,4495,18.01,Dry
2025-05-22,S002,Nova Manchester Arndale,Manchester,3002,16.69,Dry
2025-05-22,S003,Nova Birmingham Bullring,Birmingham,3789,11.83,Dry
2025-05-22,S004,Nova Bristol Cabot,Bristol,2170,18.32,Dry
2025-05-22,S005,Nova Edinburgh Princes,Edinburgh,2730,11.69,Dry
2025-05-23,S001,Nova London Bridge,London,5115,14.97,Dry
2025-05-23,S002,Nova Manchester Arndale,Manchester,3562,13.28,Cold
2025-05-23,S003,Nova Birmingham Bullring,Birmingham,4399,19.36,Dry
2025-05-23,S004,Nova Bristol Cabot,Bristol,2724,12.22,Dry
2025-05-23,S005,Nova Edinburgh Princes,Edinburgh,3172,17.87,Dry
2025-05-24,S001,Nova London Bridge,London,7087,18.4,Sunny
2025-05-24,S002,Nova Manchester Arndale,Manchester,5588,18.54,Sunny
2025-05-24,S003,Nova Birmingham Bullring,Birmingham,6248,18.71,Sunny
2025-05-24,S004,Nova Bristol Cabot,Bristol,3307,18.17,Dry
2025-05-24,S005,Nova Edinburgh Princes,Edinburgh,4113,18.5,Dry
2025-05-25,S001,Nova London Bridge,London,5399,13.99,Cold
2025-05-25,S002,Nova Manchester Arndale,Manchester,4719,16.32,Dry
2025-05-25,S003,Nova Birmingham Bullring,Birmingham,4744,18.72,Dry
2025-05-25,S004,Nova Bristol Cabot,Bristol,2987,14.63,Dry
2025-05-25,S005,Nova Edinburgh Princes,Edinburgh,3757,14.64,Dry
2025-05-26,S001,Nova London Bridge,London,3623,12.18,Dry
2025-05-26,S002,Nova Manchester Arndale,Manchester,2788,15.67,Dry
2025-05-26,S003,Nova Birmingham Bullring,Birmingham,2427,15.75,Rain
2025-05-26,S004,Nova Bristol Cabot,Bristol,1978,11.08,Dry
2025-05-26,S005,Nova Edinburgh Princes,Edinburgh,2038,15.91,Rain
2025-05-27,S001,Nova London Bridge,London,3842,14.59,Dry
2025-05-27,S002,Nova Manchester Arndale,Manchester,2841,12.81,Dry
2025-05-27,S003,Nova Birmingham Bullring,Birmingham,3217,15.79,Dry
