Txn_ID,Txn_Date,Period,Account_Code,Description,Site_Code,Department,Amount_GBP
100652,2025-02-22,FY25-02,4030,Membership Revenue,S004,EVENTS,2050.06
102929,2025-06-08,FY25-06,4030,Membership Revenue,S003,FOOD_BEV,2740.36
103005,2025-06-01,FY25-06,5000,Cost of Goods Sold - F&B,S004,ENTERTAINMENT,-5613.5
100240,2025-01-12,FY25-01,6000,Wages & Salaries,S003,,-9909.61
103623,2025-07-08,FY25-07,5010,Cost of Goods Sold - Retail,S004,MEMBERSHIP,-1638.37
102283,2025-05-21,FY25-05,4010,Retail Merchandise Revenue,S003,FOOD_BEV,8560.71
102547,2025-05-02,FY25-05,6010,Employer NI & Pension,S002,,-1094.81
101987,2025-04-11,FY25-04,6010,Employer NI & Pension,S004,,-2798.73
105177,2025-10-22,FY25-10,5000,Cost of Goods Sold - F&B,S002,MEMBERSHIP,-5493.78
105761,2025-11-05,FY25-11,5000,Cost of Goods Sold - F&B,S004,EVENTS,-2729.6
100990,2025-02-02,FY25-02,6210,Utilities - Gas/Water,S003,,-1564.36
101110,2025-03-24,FY25-03,4000,Food & Beverage Revenue,S004,ENTERTAINMENT,9301.55
105486,2025-10-19,FY25-10,6300,Marketing & Promotions,S003,,-559.81
105671,2025-11-21,FY25-11,4020,Entertainment Revenue,S005,RETAIL,24059.4
105683,2025-11-19,FY25-11,4030,Membership Revenue,S003,,2746.35
102433,2025-05-17,FY25-05,5000,Cost of Goods Sold - F&B,S002,MEMBERSHIP,-5551.76
106149,2025-11-30,FY25-11,7000,Depreciation  ,S003,,-818.76
103039,2025-06-05,FY25-06,5010,Cost of Goods Sold - Retail,S005,FOOD_BEV,-2251.44
106035,2025-11-02,FY25-11,6210,Utilities - Gas/Water,S002,,-932.15
104468,2025-09-19,FY25-09,4010,Retail Merchandise Revenue,S001,ENTERTAINMENT,10060.37
103988,2025-08-02,FY25-08,4020,Entertainment Revenue,S002,FOOD_BEV,12739.96
106122,2025-11-22,FY25-11,7000,Depreciation,S001,,-1172.35
100703,2025-02-17,FY25-02,4040,Events & Hire Revenue,S004,RETAIL,769.79
100235,2025-01-03,FY25-01,6000,Wages & Salaries,S002,,-8816.6
102425,2025-05-10,FY25-05,5000,Cost of Goods Sold - F&B,S001,MEMBERSHIP,-6304.6
104903,2025-09-17,FY25-09,6500,IT & Software Licences,S004,,-770.34
105136,2025-10-18,FY25-10,4040,Events & Hire Revenue,S001,,2237.33
101237,2025-03-14,FY25-03,4030,Membership Revenue,S005,MEMBERSHIP,2720.34
106720,2025-12-19,FY25-12,6400,Repairs & Maintenance,S002,,-3749.16
105572,2025-10-08,FY25-10,7000,Depreciation,S005,,-1084.09
101778,2025-04-29,FY25-04,4030,Membership Revenue,S004,ENTERTAINMENT,2917.26
104048,2025-08-29,FY25-08,4030,Membership Revenue,S005,RETAIL,2425.2
106658,2025-12-16,FY25-12,6200,Utilities - Electricity,S003,,-858.1
102042,2025-04-18,FY25-04,6110,Business Rates,S002,,-810.92
106331,2025-12-02,FY25-12,4040,Events & Hire Revenue,S001,EVENTS,3187.42
100336,2025-01-08,FY25-01,6110,Business Rates,S001,,-1010.45
103581,2025-07-05,FY25-07,5000,Cost of Goods Sold - F&B,S003,ENTERTAINMENT,-12414.39
106464,2025-12-27,FY25-12,5010,Cost of Goods Sold - Retail  ,S004,EVENTS,-10396.7
103405,2025-07-09,FY25-07,4010,Retail Merchandise Revenue,S003,RETAIL,5270.41
105781,2025-11-23,FY25-11,5010,Cost of Goods Sold - Retail,S001,RETAIL,-3373.86
104440,2025-08-20,FY25-08,7100,Bank Interest,S001,,-709.61
104077,2025-08-13,FY25-08,4040,Events & Hire Revenue,S005,FOOD_BEV,3665.12
102037,2025-04-06,FY25-04,6110,Business Rates,S002,,-810.92
104287,2025-08-18,FY25-08,6110,Business Rates,S003,,-896.12
102843,2025-06-26,FY25-06,4010,RETAIL MERCHANDISE REVENUE,S002,ENTERTAINMENT,3967.02
102481,2025-05-29,FY25-05,5010,Cost of Goods Sold - Retail,S004,EVENTS,-6385.03
102211,2025-04-11,FY25-04,7000,Depreciation,S004,,-746.69
103604,2025-07-16,FY25-07,5010,Cost of Goods Sold - Retail,S002,FOOD_BEV,-2114.41
101788,2025-04-30,FY25-04,4030,Membership Revenue,S005,FOOD_BEV,2692.6
104417,2025-08-08,FY25-08,7000,Depreciation  ,S002,,-771.84
102022,2025-04-20,FY25-04,6100,Property Rent,S005,,-2353.02
104761,2025-09-15,FY25-09,6100,Property Rent,S003,,-4330.79
103389,2025-07-21,FY25-07,4010,Retail Merchandise Revenue,S001,ENTERTAINMENT,4321.17
104470,2025-09-16,FY25-09,4010,Retail Merchandise Revenue,S002,MEMBERSHIP,3375.24
106005,2025-11-06,FY25-11,6200,Utilities - Electricity,S002,,-801.89
105893,2025-11-23,FY25-11,6010,Employer NI & Pension,S003,,-1252.54
104478,2025-09-03,FY25-09,4010,Retail Merchandise Revenue,S002,EVENTS,3375.24
105120,2025-10-13,FY25-10,4030,Membership Revenue,S004,RETAIL,2183.06
101271,2025-03-23,FY25-03,4040,Events & Hire Revenue,S003,ENTERTAINMENT,1397.0
105335,2025-10-08,FY25-10,6100,Property Rent,S001,,-3006.41
102945,2025-06-10,FY25-06,4030,MEMBERSHIP REVENUE,S005,MEMBERSHIP,4373.45
101610,2025-03-06,FY25-03,7000,Depreciation,S001,,-885.07
101536,2025-03-31,FY25-03,6200, Utilities - Electricity,S005,,-1071.46
105849,2025-11-07,FY25-11,6000,Wages & Salaries,S003,,-7490.64
106593,2025-12-06,FY25-12,6110,BUSINESS RATES,S002,,-772.39
104911,2025-09-30,FY25-09,6600,Insurance,S002,,-962.92
102532,2025-05-28,FY25-05,6010,Employer NI & Pension,S001,,-2252.72
103502,2025-07-12,FY25-07,4030,Membership Revenue,S004,ENTERTAINMENT,2194.96
101308,2025-03-11,FY25-03,5000,Cost of Goods Sold - F&B,S003,ENTERTAINMENT,-3076.15
104140,2025-08-26,FY25-08,5010,Cost of Goods Sold - Retail,S003,MEMBERSHIP,-2704.07
103647,2025-07-06,FY25-07,6000,Wages & Salaries,S002,,-9767.22
101260,2025-03-09,FY25-03,4040,Events & Hire Revenue,S002,,1177.99
106338,2025-12-09,FY25-12,4040,Events & Hire Revenue,S002,EVENTS,2357.58
103929,2025-08-04,FY25-08,4000,Food & Beverage Revenue,S005,FOOD_BEV,11333.56
103267,2025-06-04,FY25-06,6400,Repairs & Maintenance,S003,,-1231.24
106652,2025-12-30,FY25-12,6200,UTILITIES - ELECTRICITY,S003,,-858.1
104015,2025-08-16,FY25-08,4030,MEMBERSHIP REVENUE,S001,ENTERTAINMENT,11852.09
104092,2025-08-12,FY25-08,5000,Cost of Goods Sold - F&B,S002,EVENTS,-6644.36
102036,2025-04-07,FY25-04,6110,Business Rates,S002,,-810.92
103383,2025-07-11,FY25-07,4000,Food & Beverage Revenue,S005,MEMBERSHIP,12546.07
102168,2025-04-27,FY25-04,6600,Insurance,S001,,-803.49
105076,2025-10-03,FY25-10,4020,Entertainment Revenue,S004,FOOD_BEV,5746.06
104923,2025-09-16,FY25-09,6700,Professional Fees,S002,,-534.24
106363,2025-12-20,FY25-12,4040,Events & Hire Revenue,S004,,1779.69
103976,2025-08-19,FY25-08,4020,Entertainment Revenue,S001,EVENTS,11483.08
103495,2025-07-02,FY25-07,4030,Membership Revenue,S003,RETAIL,2548.6
105729,2025-11-29,FY25-11,4040,Events & Hire Revenue,S004,RETAIL,4027.72
100205,2025-01-02,FY25-01,5010,Cost of Goods Sold - Retail,S003,FOOD_BEV,-2515.75
102028,2025-04-22,FY25-04,6110,Business Rates,S001,,-1057.3
101791,2025-04-19,FY25-04,4030,Membership Revenue,S005,MEMBERSHIP,2692.6
100725,2025-02-27,FY25-02,5000,Cost of Goods Sold - F&B,S002,MEMBERSHIP,-8510.23
100858,2025-02-02,FY25-02,6010,Employer NI & Pension,S003,,-1027.81
104488,2025-09-20,FY25-09,4010,Retail Merchandise Revenue,S004,RETAIL,4364.92
106666,2025-12-26,FY25-12,6200,Utilities - Electricity,S004,,-941.01
101710,2025-04-10,FY25-04,4010,Retail Merchandise Revenue,S002,ENTERTAINMENT,5238.57
100883,2025-02-04,FY25-02,6100,PROPERTY RENT,S001,,-5062.26
103805,2025-07-20,FY25-07,6300,Marketing & Promotions,S001,,-1052.23
103244,2025-06-21,FY25-06,6300,Marketing & Promotions,S003,,-1260.43
102133,2025-04-27,FY25-04,6300,Marketing & Promotions,S002,,-749.31
106183,2025-12-06,FY25-12,4000,Food & Beverage Revenue,S003,FOOD_BEV,28624.23
104834,2025-09-26,FY25-09,6200,Utilities - Electricity,S003,,-509.67
105093,2025-10-23,FY25-10,4030,Membership Revenue,S002,ENTERTAINMENT,2609.52
105904,2025-11-13,FY25-11,6010,Employer NI & Pension,S004,,-1173.02
102615,2025-05-04,FY25-05,6110,Business Rates,S003,,-1682.44
103564,2025-07-07,FY25-07,4040,Events & Hire Revenue,S005,RETAIL,2764.46
102716,2025-05-22,FY25-05,6500,IT & Software Licences,S001,,-1256.67
101429,2025-03-22,FY25-03,6010,Employer NI & Pension,S004,,-2117.38
104997,2025-10-16,FY25-10,4000,Food & Beverage Revenue,S004,RETAIL,9302.7
103050,2025-06-08,FY25-06,6000,Wages & Salaries,S001,,-20920.6
103811,2025-07-30,FY25-07,6300,Marketing & Promotions,S002,,-1146.11
105081,2025-10-08,FY25-10,4020,ENTERTAINMENT REVENUE,S005,,10189.83
101193,2025-03-24,FY25-03,4030,Membership Revenue,S001,MEMBERSHIP,3137.76
101551,2025-03-08,FY25-03,6300,Marketing & Promotions,S002,,-4873.91
102646,2025-05-14,FY25-05,6200,Utilities - Electricity,S003,,-596.19
103316,2025-06-30,FY25-06,7000,Depreciation,S002,,-1040.26
105946,2025-11-11,FY25-11,6100,Property Rent,S004,,-2459.05
105568,2025-10-19,FY25-10,7000,Depreciation,S005,,-1084.09
105232,2025-10-23,FY25-10,5010,Cost of Goods Sold - Retail,S004,EVENTS,-1779.13
101082,2025-02-05,FY25-02,7000,Depreciation,S005,,-918.87
103391,2025-07-04,FY25-07,4010,Retail Merchandise Revenue,S001,FOOD_BEV,4321.17
102074,2025-04-28,FY25-04,6200,Utilities - Electricity,S002,,-582.67
100884,2025-02-14,FY25-02,6999,Property Rent,S001,,-5062.26
106465,2025-12-07,FY25-12,5010,Cost of Goods Sold - Retail,S005,MEMBERSHIP,-8958.85
101044,2025-02-04,FY25-02,6700,Professional Fees,S003,,-537.21
106058,2025-11-13,FY25-11,6300,Marketing & Promotions,S002,,-594.66
103117,2025-06-11,FY25-06,6100,Property Rent,S001,,-6410.63
101938,2025-04-12,FY25-04,6000, Wages & Salaries,S003,,-7062.56
105380,2025-10-31,FY25-10,6100,Property Rent,S005,,-2489.24
101058,2025-02-23,FY25-02,7000,Depreciation,S002,,-1634.19
103712,2025-07-11,FY25-07,6100,Property Rent,S002,,-4264.27
100951,2025-02-21,FY25-02,6200,Utilities - Electricity,S001,,-936.55
102355,2025-05-22,FY25-05,4030,Membership Revenue,S003,EVENTS,4959.92
101596,2025-03-07,FY25-03,6700,Professional Fees,S003,,-826.15
103024,2025-06-29,FY25-06,5010,Cost of Goods Sold - Retail,S002,MEMBERSHIP,-4585.66
105023,2025-10-29,FY25-10,4010,Retail Merchandise Revenue,S002,ENTERTAINMENT,5009.9
100634,2025-02-18,FY25-02,4030,Membership Revenue,S001,ENTERTAINMENT,6863.71
102334,2025-05-14,FY25-05,4020, Entertainment Revenue,S005,EVENTS,18145.98
102592,2025-05-29,FY25-05,6100, Property Rent,S004,,-2854.13
105158,2025-10-19,FY25-10,4040,Events & Hire Revenue,S003,ENTERTAINMENT,1664.08
100206,2025-01-22,FY25-01,5010,Cost of Goods Sold - Retail,S003,RETAIL,-2515.75
100841,2025-02-09,FY25-02,6010,Employer NI & Pension,S001,,-1286.35
103955,2025-08-12,FY25-08,4010,Retail Merchandise Revenue,S003,EVENTS,4705.01
104747,2025-09-10,FY25-09,6100,Property Rent,S001,,-3258.73
105695,2025-11-22,FY25-11,4030,Membership Revenue,S004,ENTERTAINMENT,3420.67
103284,2025-06-26,FY25-06,6600,INSURANCE,S002,,-936.59
100729,2025-02-19,FY25-02,5000,Cost of Goods Sold - F&B,S003,MEMBERSHIP,-3865.29
101913,2025-04-19,FY25-04,5010, Cost of Goods Sold - Retail,S004,MEMBERSHIP,-4260.36
102413,2025-05-25,FY25-05,4040,Events & Hire Revenue,S004,RETAIL,1236.43
105209,2025-10-22,FY25-10,5010,Cost of Goods Sold - Retail  ,S001,MEMBERSHIP,-8068.78
101345,2025-03-11,FY25-03,5010,Cost of Goods Sold - Retail,S004,FOOD_BEV,-1845.28
100589,2025-02-05,FY25-02,4010,Retail Merchandise Revenue,S005,RETAIL,3029.36
101268,2025-03-18,FY25-03,4040,Events & Hire Revenue,S003,FOOD_BEV,1397.0
103435,2025-07-14,FY25-07,4020,Entertainment Revenue,S003,,16629.88
101217,2025-03-15,FY25-03,4030,Membership Revenue  ,S003,FOOD_BEV,4018.52
102777,2025-05-30,FY25-05,7000,DEPRECIATION,S005,,-633.62
104341,2025-08-23,FY25-08,6300,Marketing & Promotions,S001,,-1333.91
101614,2025-03-25,FY25-03,7000,Depreciation,S001,,-885.07
101816,2025-04-08,FY25-04,4040,Events & Hire Revenue,S003,EVENTS,3385.77
106030,2025-11-15,FY25-11,6200,Utilities - Electricity,S005,,-1512.34
100213,2025-01-13,FY25-01,5010,COST OF GOODS SOLD - RETAIL,S005,EVENTS,-1880.98
104115,2025-08-28,FY25-08,5000,Cost of Goods Sold - F&B,S005,ENTERTAINMENT,-4142.21
104349,2025-08-07,FY25-08,6300,Marketing & Promotions,S002,,-485.81
104532,2025-09-08,FY25-09,4030,Membership Revenue,S002,MEMBERSHIP,2893.72
101589,2025-03-31,FY25-03,6600,Insurance,S005,,-801.9
101928,2025-04-22,FY25-04,6000,Wages & Salaries,S002,,-11471.39
106415,2025-12-03,FY25-12,5000,Cost of Goods Sold - F&B,S004,MEMBERSHIP,-3822.87
105197,2025-10-25,FY25-10,5000,Cost of Goods Sold - F&B,S004,EVENTS,-2618.06
104913,2025-09-07,FY25-09,6600,Insurance,S003,,-658.57
101664,2025-04-01,FY25-04,4000,Food & Beverage Revenue,S002,MEMBERSHIP,9604.18
100517,2025-01-25,FY25-01,7000,Depreciation,S005,,-1219.27
105542,2025-10-24,FY25-10,6700,Professional Fees,S002,,-1515.47
104105,2025-08-21,FY25-08,5000,Cost of Goods Sold - F&B,S003,EVENTS,-4492.98
101464,2025-03-09,FY25-03,6100,Property Rent,S004,,-3662.46
100927,2025-02-16,FY25-02,6110,Business Rates,S003,,-735.2
103006,2025-06-02,FY25-06,5000,Cost of Goods Sold - F&B,S004,ENTERTAINMENT,-5613.5
104186,2025-08-03,FY25-08,6000,Wages & Salaries,S005,,-12273.43
100229,2025-01-10,FY25-01,6000,Wages & Salaries,S002,,-8816.6
102038,2025-04-02,FY25-04,6110,Business Rates,S002,,-810.92
104574,2025-09-29,FY25-09,4040,Events & Hire Revenue,S002,RETAIL,4452.31
105325,2025-10-08,FY25-10,6010, EMPLOYER NI & PENSION,S004,,-1170.09
104988,2025-10-24,FY25-10,4000,Food & Beverage Revenue,S003,RETAIL,11377.52
103961,2025-08-16,FY25-08,4010,Retail Merchandise Revenue,S004,MEMBERSHIP,3613.08
102603,2025-05-30,FY25-05,6110,Business Rates,S001,,-1248.76
105119,2025-10-10,FY25-10,4030,Membership Revenue,S004,FOOD_BEV,2183.06
103832,2025-07-24,FY25-07,6300,Marketing & Promotions,S005,,-1956.57
105749,2025-11-23,FY25-11,5000,Cost of Goods Sold - F&B,S003,EVENTS,-4795.6
105740,2025-11-13,FY25-11,5000,Cost of Goods Sold - F&B,S001,MEMBERSHIP,-11321.84
103921,2025-08-26,FY25-08,4000,Food & Beverage Revenue,S004,ENTERTAINMENT,16988.89
106718,2025-12-30,FY25-12,6400,Repairs & Maintenance,S001,,-2253.5
105092,2025-10-03,FY25-10,4030,Membership Revenue,S002,,2609.52
104368,2025-08-30,FY25-08,6400,Repairs & Maintenance,S003,,-4047.53
103939,2025-08-05,FY25-08,4010,RETAIL MERCHANDISE REVENUE,S001,ENTERTAINMENT,6349.35
101531,2025-03-18,FY25-03,6200,Utilities - Electricity,S004,,-511.77
105254,2025-10-03,FY25-10,6000,Wages & Salaries,S001,,-10020.18
101520,2025-03-04,FY25-03,6200,Utilities - Electricity,S004,,-511.77
102601,2025-05-07,FY25-05,6110,Business Rates,S001,,-1248.76
106017,2025-11-14,FY25-11,6200,Utilities - Electricity,S003,,-823.42
106526,2025-12-26,FY25-12,6010,Employer NI & Pension,S003,,-1052.78
105398,2025-10-02,FY25-10,6110,Business Rates,S002,,-679.06
100271,2025-01-18,FY25-01,6010,Employer NI & Pension,S003,,-1393.68
102897,2025-06-16,FY25-06,4020,Entertainment Revenue,S004,FOOD_BEV,6842.44
105578,2025-11-25,FY25-11,4000,Food & Beverage Revenue,S001,MEMBERSHIP,19337.25
104925,2025-09-02,FY25-09,6700,PROFESSIONAL FEES,S003,,-789.37
101611,2025-03-22,FY25-03,7000,Depreciation  ,S001,,-885.07
102900,2025-06-21,FY25-06,4020,Entertainment Revenue,S004,,6842.44
104935,2025-09-16,FY25-09,7000,Depreciation,S001,,-1503.87
100912,2025-02-06,FY25-02,6110,Business Rates,S001,,-2147.42
103753,2025-07-04,FY25-07,6110,BUSINESS RATES,S002,,-815.55
105038,2025-10-02,FY25-10,4010,Retail Merchandise Revenue,S005,ENTERTAINMENT,4080.11
102060,2025-04-04,FY25-04,6110,Business Rates,S005,,-1850.21
101853,2025-04-07,FY25-04,5000,Cost of Goods Sold - F&B,S002,ENTERTAINMENT,-3418.88
106461,2025-12-13,FY25-12,5010,Cost of Goods Sold - Retail,S003,ENTERTAINMENT,-3270.73
104292,2025-08-17,FY25-08,6110,Business Rates,S003,,-896.12
100818,2025-02-12,FY25-02,6000,Wages & Salaries,S003,,-11959.82
103215,2025-06-06,FY25-06,6200,Utilities - Electricity,S005,,-1548.12
105199,2025-10-25,FY25-10,5000,Cost of Goods Sold - F&B,S005,MEMBERSHIP,-4384.12
102559,2025-05-07,FY25-05,6010,Employer NI & Pension,S004,,-1367.92
101516,2025-03-07,FY25-03,6200,Utilities - Electricity,S003,,-1192.66
106127,2025-11-02,FY25-11,7000,Depreciation,S001,,-1172.35
104252,2025-08-14,FY25-08,6100,Property Rent,S003,,-9949.58
104701,2025-09-28,FY25-09,6000,Wages & Salaries,S005,,-5969.36
104945,2025-09-21,FY25-09,7000,Depreciation,S003,,-2962.42
105106,2025-10-06,FY25-10,4030,Membership Revenue,S003,EVENTS,3711.47
105676,2025-11-08,FY25-11,4030,Membership Revenue,S002,EVENTS,6619.26
105293,2025-10-18,FY25-10,6000,Wages & Salaries  ,S005,,-7983.05
103715,2025-07-24,FY25-07,6100,Property Rent,S002,,-4264.27
106578,2025-12-11,FY25-12,6100,Property Rent,S005,,-3593.4
103732,2025-07-06,FY25-07,6100,Property Rent,S005,,-2236.34
106117,2025-11-17,FY25-11,6700,Professional Fees,S003,,-556.16
105288,2025-10-25,FY25-10,6000,Wages & Salaries,S005,,-7983.05
104612,2025-09-11,FY25-09,5000,Cost of Goods Sold - F&B,S004,EVENTS,-3195.43
103942,2025-08-09,FY25-08,4010,RETAIL MERCHANDISE REVENUE,S001,EVENTS,6349.35
102896,2025-06-29,FY25-06,4020,Entertainment Revenue  ,S004,EVENTS,6842.44
104765,2025-09-26,FY25-09,6100,Property Rent,S003,,-4330.79
106507,2025-12-29,FY25-12,6010,Employer NI & Pension,S001,,-1398.08
104230,2025-08-02,FY25-08,6010,Employer NI & Pension,S005,,-1199.66
100173,2025-01-18,FY25-01,5000,Cost of Goods Sold - F&B,S002,MEMBERSHIP,-5140.06
105348,2025-10-08,FY25-10,6100,Property Rent,S002,,-2304.5
100544,2025-02-15,FY25-02,4000,Food & Beverage Revenue,S003,RETAIL,10853.28
102473,2025-05-14,FY25-05,5010,Cost of Goods Sold - Retail,S002,FOOD_BEV,-2276.29
102927,2025-06-20,FY25-06,4030,Membership Revenue,S003,RETAIL,2740.36
101558,2025-03-14,FY25-03,6300,Marketing & Promotions,S005,,-2157.43
103090,2025-06-01,FY25-06,6010,Employer NI & Pension,S003,,-1011.9
101580,2025-03-01,FY25-03,6600,Insurance,S001,,-2435.39
104325,2025-08-12,FY25-08,6200,Utilities - Electricity,S004,,-1235.36
106785,2025-12-21,FY25-12,7000,Depreciation,S003,,-1292.33
103000,2025-06-12,FY25-06,5000,Cost of Goods Sold - F&B,S003,ENTERTAINMENT,-15453.09
102101,2025-04-05,FY25-04,6200,Utilities - Electricity,S005,,-865.87
100941,2025-02-28,FY25-02,6110,Business Rates,S005,,-927.21
105910,2025-11-02,FY25-11,6010,Employer NI & Pension,S005,,-1411.83
104657,2025-09-11,FY25-09,5010,Cost of Goods Sold - Retail,S005,MEMBERSHIP,-2520.2
101965,2025-04-09,FY25-04,6000,Wages & Salaries,S005,,-7334.18
106301,2025-12-20,FY25-12,4030,Membership Revenue,S003,RETAIL,3130.78
100134,2025-01-13,FY25-01,4040,Events & Hire Revenue,S001,ENTERTAINMENT,2878.56
103070,2025-06-22,FY25-06,6000,Wages & Salaries,S005,,-8582.29
102834,2025-06-18,FY25-06,4010,Retail Merchandise Revenue,S001,RETAIL,4858.88
105905,2025-11-14,FY25-11,6010,Employer NI & Pension,S004,,-1173.02
100870,2025-02-01,FY25-02,6010,Employer NI & Pension,S004,,-1754.91
106391,2025-12-27,FY25-12,5000,Cost of Goods Sold - F&B,S002,RETAIL,-5755.53
100966,2025-02-25,FY25-02,6200,Utilities - Electricity,S003,,-922.6
100232,2025-01-11,FY25-01,6000,Wages & Salaries,S002,,-8816.6
100740,2025-02-12,FY25-02,5000,Cost of Goods Sold - F&B,S004,FOOD_BEV,-3417.93
102577,2025-05-02,FY25-05,6100,Property Rent,S001,,-12675.27
101588,2025-03-09,FY25-03,6600,Insurance,S005,,-801.9
104686,2025-09-10,FY25-09,6000,Wages & Salaries,S003,,-8799.02
103163,2025-06-27,FY25-06,6110,BUSINESS RATES,S003,,-960.39
105705,2025-11-14,FY25-11,4030,Membership Revenue,S005,,2308.07
100892,2025-02-19,FY25-02,6100,Property Rent,S003,,-6106.96
103706,2025-07-13,FY25-07,6010,Employer NI & Pension,S005,,-1309.38
100734,2025-02-07,FY25-02,5000,Cost of Goods Sold - F&B,S003,RETAIL,-3865.29
104414,2025-08-13,FY25-08,7000,Depreciation,S002,,-771.84
105492,2025-10-16,FY25-10,6300,Marketing & Promotions,S003,,-559.81
101992,2025-04-04,FY25-04,6010,Employer NI & Pension,S005,,-1626.98
103262,2025-06-18,FY25-06,6400,Repairs & Maintenance,S001,,-2406.06
103065,2025-06-14,FY25-06,6000,Wages & Salaries,S004,,-12259.63
100827,2025-02-11,FY25-02,6000,Wages & Salaries,S004,,-12877.41
100039,2025-01-23,FY25-01,4010,Retail Merchandise Revenue,S001,MEMBERSHIP,12979.3
106189,2025-12-12,FY25-12,4000,Food & Beverage Revenue,S004,FOOD_BEV,13204.47
100961,2025-02-27,FY25-02,6200,Utilities - Electricity,S002,,-2367.4
102536,2025-05-15,FY25-05,6010,Employer NI & Pension,S001,,-2252.72
104426,2025-08-12,FY25-08,7000,Depreciation,S004,,-1358.37
102932,2025-06-18,FY25-06,4030,Membership Revenue,S003,,2740.36
100602,2025-02-27,FY25-02,4020,Entertainment Revenue,S002,ENTERTAINMENT,5883.31
105388,2025-10-08,FY25-10,6110,Business Rates,S001,,-1551.45
102223,2025-04-15,FY25-04,7100,Bank Interest,S001,,-2179.41
101064,2025-02-19,FY25-02,7000,Depreciation,S003,,-1799.44
105013,2025-10-31,FY25-10,4010,Retail Merchandise Revenue,S001,MEMBERSHIP,10361.38
104089,2025-08-06,FY25-08,5000,Cost of Goods Sold - F&B,S001,MEMBERSHIP,-6326.83
104445,2025-09-11,FY25-09,4000,Food & Beverage Revenue,S002,,31947.08
105165,2025-10-06,FY25-10,4040,Events & Hire Revenue,S004,EVENTS,2121.03
105405,2025-10-31,FY25-10,6110,Business Rates,S003,,-733.4
100737,2025-02-20,FY25-02,5000,Cost of Goods Sold - F&B,S004,EVENTS,-3417.93
102741,2025-05-16,FY25-05,6700,Professional Fees,S005,,-465.49
102066,2025-04-10,FY25-04,6200,Utilities - Electricity,S001,,-838.85
101403,2025-03-31,FY25-03,6010,Employer NI & Pension,S001,,-1332.74
104154,2025-08-23,FY25-08,5010,Cost of Goods Sold - Retail,S005,MEMBERSHIP,-2535.68
105453,2025-10-10,FY25-10,6200,Utilities - Electricity,S005,,-525.99
106678,2025-12-25,FY25-12,6210,Utilities - Gas/Water,S002,,-1029.57
102720,2025-05-16,FY25-05,6500,IT & Software Licences,S003,,-1482.85
101868,2025-04-21,FY25-04,5000,Cost of Goods Sold - F&B,S004,RETAIL,-3661.27
100661,2025-02-03,FY25-02,4030,Membership Revenue,S004,EVENTS,2050.06
103671,2025-07-17,FY25-07,6010,Employer NI & Pension  ,S001,,-1135.95
105911,2025-11-20,FY25-11,6010,Employer NI & Pension,S005,,-1411.83
103135,2025-06-30,FY25-06,6100,Property Rent,S004,,-2287.8
106506,2025-12-25,FY25-12,6010,Employer NI & Pension,S001,,-1398.08
104909,2025-09-10,FY25-09,6600,INSURANCE,S001,,-820.5
101048,2025-02-12,FY25-02,6700,Professional Fees,S004,,-392.23
100556,2025-02-25,FY25-02,4000,Food & Beverage Revenue,S005,RETAIL,8554.39
105223,2025-10-03,FY25-10,5010,Cost of Goods Sold - Retail,S003,EVENTS,-3303.4
100472,2025-01-24,FY25-01,6700,Professional Fees,S004,,-409.36
103562,2025-07-29,FY25-07,4040,Events & Hire Revenue,S005,FOOD_BEV,2764.46
103098,2025-06-25,FY25-06,6010,Employer NI & Pension,S003,,-1011.9
106158,2025-11-08,FY25-11,7000,Depreciation,S004,,-661.37
106576,2025-12-14,FY25-12,6100,PROPERTY RENT,S004,,-2099.72
106773,2025-12-14,FY25-12,7000,Depreciation,S002,,-686.18
105447,2025-10-26,FY25-10,6200,Utilities - Electricity,S003,,-2400.46
101595,2025-03-25,FY25-03,6700,Professional Fees,S003,,-826.15
102984,2025-06-22,FY25-06,4040,Events & Hire Revenue,S004,ENTERTAINMENT,1889.65
106519,2025-12-10,FY25-12,6010,Employer NI & Pension,S002,,-1549.99
104291,2025-08-03,FY25-08,6110,Business Rates,S003,,-896.12
101690,2025-04-04,FY25-04,4000,Food & Beverage Revenue,S005,MEMBERSHIP,27773.1
102779,2025-05-21,FY25-05,7000,Depreciation,S005,,-633.62
101270,2025-03-26,FY25-03,4040,Events & Hire Revenue,S003,ENTERTAINMENT,1397.0
106466,2025-12-14,FY25-12,5010,COST OF GOODS SOLD - RETAIL,S005,EVENTS,-8958.85
101080,2025-02-19,FY25-02,7000,Depreciation,S005,,-918.87
105319,2025-10-15,FY25-10,6010,Employer NI & Pension,S004,,-1170.09
101876,2025-04-28,FY25-04,5000,COST OF GOODS SOLD - F&B,S005,MEMBERSHIP,-3682.97
106248,2025-12-21,FY25-12,4020,Entertainment Revenue,S001,MEMBERSHIP,46088.83
103474,2025-07-26,FY25-07,4030,Membership Revenue,S001,MEMBERSHIP,2824.08
100575,2025-02-04,FY25-02,4010,Retail Merchandise Revenue,S003,EVENTS,3888.66
103392,2025-07-01,FY25-07,4010,Retail Merchandise Revenue,S001,RETAIL,4321.17
105967,2025-11-18,FY25-11,6110,Business Rates,S002,,-823.88
103642,2025-07-06,FY25-07,6000,Wages & Salaries,S001,,-16761.96
100548,2025-02-05,FY25-02,4000,Food & Beverage Revenue,S004,FOOD_BEV,18921.76
